driver_id,frame_idx,route_idx,actual_profit,matched_riders,feasible_count,route_distance_m,route_duration_s,corridor_cell_count,hour_of_day,day_of_week,is_weekend,corridor_rider_count,corridor_demand_density,mean_rider_fare,corridor_fare_density,day_of_month,time_bin_15min,hour_sin,hour_cos,route_sinuosity,route_avg_speed_ms,bearing_sin,bearing_cos,straight_line_dist_m,origin_landmark_dist_km,dest_landmark_dist_km,origin_jfk_km,origin_lga_km,origin_penn_km,origin_times_sq_km,dest_jfk_km,dest_lga_km,dest_penn_km,dest_times_sq_km,corridor_hist_pickups,corridor_hist_dropoffs,corridor_hist_pickup_density,corridor_hist_dropoff_density,corridor_hist_mean_fare,corridor_hist_fare_density,origin_cell_pickups,origin_cell_mean_fare,dest_cell_dropoffs
5,25686,1,-11.40803497085762,0,0,27402.1,1792.9,265,7,3,0,1,0.0037735849056603774,7.0,0.026415094339622643,2,31,0.9659258262890683,-0.25881904510252063,1.6423706574245172,15.283674493836799,-0.9396105815831709,-0.3422454601261138,16684.479764738728,0.4437301913264692,13.964821282116954,21.47939515084423,10.44796334932855,0.4437301913264692,1.3442019992997902,34.21396360641082,27.130805579015117,16.674035680057422,17.614912582070723,946521,881483,3571.7773584905663,3326.3509433962263,25.96076462164495,38136.52762264151,39432,10.66279443091905,18
6,27708,0,-4.424687760199834,2,2,29844.1,2026.3,291,18,3,0,4,0.013745704467353952,8.375,0.11512027491408934,16,72,-1.0,-1.8369701987210297e-16,1.4075375945999549,14.728371909391502,-0.8739901673707687,0.48594360510167817,21203.057108028563,0.9573731995247465,1.5747467212938606,0.9573731995247465,16.189602494194933,20.9098108664019,20.829051235724304,22.121154842959406,11.849448573005901,1.5747467212938606,2.6461490103661873,1552885,1435236,5336.374570446736,4932.082474226804,18.69805406098051,57593.91182130583,822,20.872992700729924,27896
6,27708,1,-10.5007493755204,0,0,25222.8,2210.9,254,18,3,0,3,0.011811023622047244,8.666666666666666,0.10236220472440945,16,72,-1.0,-1.8369701987210297e-16,1.1895831752700112,11.408385725270252,-0.8739901673707687,0.48594360510167817,21203.057108028563,0.9573731995247465,1.5747467212938606,0.9573731995247465,16.189602494194933,20.9098108664019,20.829051235724304,22.121154842959406,11.849448573005901,1.5747467212938606,2.6461490103661873,895192,817063,3524.3779527559054,3216.783464566929,15.136920381783353,40633.968858267704,822,20.872992700729924,27896
7,29923,0,-10.522980849292258,0,0,25276.2,1602.5,249,12,4,0,1,0.004016064257028112,7.5,0.030120481927710843,24,50,1.2246467991473532e-16,-1.0,1.4169547050490194,15.772979719188768,-0.913368596562865,-0.40713364736015417,17838.396605010443,0.47540550786818125,14.511499472364942,21.70926849208685,10.047126624621038,0.47540550786818125,0.6150291107130138,34.485823872394384,27.810125994489805,17.379800325355642,18.337981929638985,720184,689739,2892.3052208835343,2770.0361445783133,26.42278964799888,31024.01598393574,32142,10.384344471408125,11
7,29923,1,-6.0378434637801845,1,1,25311.9,1706.9,254,12,4,0,4,0.015748031496062992,7.375,0.11614173228346457,24,50,1.2246467991473532e-16,-1.0,1.4189560059949784,14.829163981486905,-0.913368596562865,-0.40713364736015417,17838.396605010443,0.47540550786818125,14.511499472364942,21.70926849208685,10.047126624621038,0.47540550786818125,0.6150291107130138,34.485823872394384,27.810125994489805,17.379800325355642,18.337981929638985,1421424,1208681,5596.157480314961,4758.586614173229,23.353895753880895,60321.744999999995,32142,10.384344471408125,11
8,31886,0,-12.285428809325563,0,0,29509.6,2308.7,282,1,3,0,0,0.0,0.0,0.0,30,6,0.25881904510252074,0.9659258262890683,1.4073365632690942,12.781911898471002,-0.9383640294262935,0.345648590737544,20968.402847043435,0.48960764301960374,0.37178473886823155,0.48960764301960374,16.628001430030398,21.376937892647256,21.298723479498136,21.39185533218764,14.051496626293607,4.8967394100907375,5.930412200838764,193455,211513,686.0106382978723,750.0460992907801,15.8015998200434,10315.756843971634,5953,21.367554174365868,17866
8,31886,1,-13.545170691090759,0,0,32535.5,2462.9,312,1,3,0,1,0.003205128205128205,9.0,0.028846153846153848,30,6,0.25881904510252074,0.9659258262890683,1.5516441684821758,13.210239961021559,-0.9383640294262935,0.345648590737544,20968.402847043435,0.48960764301960374,0.37178473886823155,0.48960764301960374,16.628001430030398,21.376937892647256,21.298723479498136,21.39185533218764,14.051496626293607,4.8967394100907375,5.930412200838764,743380,701972,2382.628205128205,2249.9102564102564,18.444851034921186,29993.01464743589,5953,21.367554174365868,17866
9,35442,0,2.567860116569525,2,2,14849.5,1148.7,147,21,3,0,5,0.034013605442176874,7.7,0.2619047619047619,16,87,-0.7071067811865477,0.7071067811865474,1.4353569971339077,12.927222077130669,-0.997605006774686,0.06916827638504983,10345.509883360854,1.3033568709773509,1.9185723235732217,15.87842824058739,1.3033568709773509,11.203920876246315,10.412056017869226,22.95232729726709,9.371648823538093,2.838266776115485,1.9185723235732217,1351547,1183112,9194.197278911564,8048.380952380952,13.988771205064381,107566.8644897959,29119,26.50612761427247,12040
9,35442,1,7.353372189841798,3,3,14163.7,1191.2,138,21,3,0,6,0.043478260869565216,7.916666666666667,0.3442028985507246,16,87,-0.7071067811865477,0.7071067811865474,1.369067369292268,11.89027871054399,-0.997605006774686,0.06916827638504983,10345.509883360854,1.3033568709773509,1.9185723235732217,15.87842824058739,1.3033568709773509,11.203920876246315,10.412056017869226,22.95232729726709,9.371648823538093,2.838266776115485,1.9185723235732217,1348860,1186733,9774.347826086956,8599.514492753624,13.971887691106662,114271.64181159419,29119,26.50612761427247,12040
10,45925,0,-6.151457119067446,1,1,30388.8,2014.9,294,11,2,0,6,0.02040816326530612,8.916666666666666,0.18197278911564627,15,46,0.258819045102521,-0.9659258262890682,1.3746787578418627,15.082038810859098,-0.7295646425752573,0.6839118600404858,22106.11011965299,1.1573141513015528,2.7704770287713782,1.1573141513015528,16.10885282138615,20.688059543907602,20.619218937703444,23.244555565504346,9.050616483741477,3.7272863330029575,2.7704770287713782,1333562,1201656,4535.925170068027,4087.265306122449,18.31042256745551,47603.04540816327,2018,20.14430128840436,20464
10,45925,1,-7.037676935886763,1,1,32517.5,2127.5,313,11,2,0,7,0.022364217252396165,8.5,0.1900958466453674,15,46,0.258819045102521,-0.9659258262890682,1.4709734016520155,15.28437132784959,-0.7295646425752573,0.6839118600404858,22106.11011965299,1.1573141513015528,2.7704770287713782,1.1573141513015528,16.10885282138615,20.688059543907602,20.619218937703444,23.244555565504346,9.050616483741477,3.7272863330029575,2.7704770287713782,1456798,1270953,4654.306709265175,4060.552715654952,16.630275229290422,54270.78936102238,2018,20.14430128840436,20464
11,52914,0,-4.810158201498751,0,0,11554.0,1065.2,111,5,1,0,0,0.0,0.0,0.0,7,21,0.9659258262890683,0.25881904510252074,1.2905793812679158,10.846789335336087,0.9884357667349182,0.15164014982567883,8952.56825554496,0.7443507243468805,0.29168143602267727,21.589986480247255,8.956918747197344,1.8056030375190957,0.7443507243468805,16.833424815630924,0.29168143602267727,10.449656214338527,9.607147498171617,1043742,940415,9403.081081081082,8472.207207207208,13.474375168361464,107533.42306306303,64179,10.623190607519593,1450
11,52914,1,-5.341756869275605,0,0,12830.9,1099.8,123,5,1,0,0,0.0,0.0,0.0,7,21,0.9659258262890683,0.25881904510252074,1.433208843959711,11.666575741043827,0.9884357667349182,0.15164014982567883,8952.56825554496,0.7443507243468805,0.29168143602267727,21.589986480247255,8.956918747197344,1.8056030375190957,0.7443507243468805,16.833424815630924,0.29168143602267727,10.449656214338527,9.607147498171617,1047374,929588,8515.235772357724,7557.626016260163,13.617517744858665,97599.53715447153,64179,10.623190607519593,1450
12,58197,0,-12.521523730224814,0,0,30076.7,2104.9,290,10,0,0,1,0.0034482758620689655,5.5,0.01896551724137931,20,41,0.49999999999999994,-0.8660254037844387,1.4298516151905951,14.288897334790251,0.9120894293219495,-0.4099913083458728,21034.840035475194,1.4702194963144244,0.5367794838373294,21.121944853467166,12.42840136279297,3.1002502927865776,4.110172740986817,0.5367794838373294,16.725452831264544,21.68424007872176,21.58756377390779,748565,660530,2581.2586206896553,2277.689655172414,18.16875233786738,30634.936586206903,18030,11.51016084303938,180
12,58197,1,-10.209283930058286,0,0,24522.7,2237.0,245,10,0,0,1,0.004081632653061225,5.5,0.022448979591836733,20,41,0.49999999999999994,-0.8660254037844387,1.1658134770049375,10.962315601251676,0.9120894293219495,-0.4099913083458728,21034.840035475194,1.4702194963144244,0.5367794838373294,21.121944853467166,12.42840136279297,3.1002502927865776,4.110172740986817,0.5367794838373294,16.725452831264544,21.68424007872176,21.58756377390779,736648,644855,3006.726530612245,2632.061224489796,15.2574823563006,35508.55791836734,18030,11.51016084303938,180
13,63493,0,-5.26194837635304,0,0,12639.2,1134.0,125,14,3,0,2,0.016,7.75,0.124,16,56,-0.4999999999999997,-0.8660254037844388,1.3510817813184843,11.14567901234568,0.9832681618715794,0.1821639971280978,9354.874127357225,0.38752484681980504,0.9683632556581752,20.899950546395033,8.812619558560822,1.6755035078578129,0.935459739360101,16.194129075883065,0.9683632556581752,11.01037438152795,10.20072863143933,1106379,1013684,8851.032,8109.472,14.455858820594717,106073.26079999996,67321,10.85514623965776,7341
13,63493,1,-5.793547044129892,0,0,13916.1,1168.6,137,14,3,0,2,0.014598540145985401,7.75,0.11313868613138686,16,56,-0.4999999999999997,-0.8660254037844388,1.487577471438553,11.908351874037312,0.9832681618715794,0.1821639971280978,9354.874127357225,0.38752484681980504,0.9683632556581752,20.899950546395033,8.812619558560822,1.6755035078578129,0.935459739360101,16.194129075883065,0.9683632556581752,11.01037438152795,10.20072863143933,1110011,1002857,8102.270072992701,7320.124087591241,14.505244555099106,97282.4139416058,67321,10.85514623965776,7341
14,68119,0,-3.764571190674438,0,0,9042.5,1047.4,94,22,3,0,0,0.0,0.0,0.0,9,90,-0.5000000000000004,0.8660254037844384,1.2013850706640667,8.63328241359557,0.9075782687573106,-0.41988294330620635,7526.729123578795,1.9720640361692792,7.025675823824093,21.5559787390063,11.824517642668813,1.9720640361692792,3.0164246787998383,14.053506557507884,8.871891404692253,7.851408435416812,7.932312576074353,862351,749240,9173.946808510638,7970.63829787234,12.19126804299299,104200.00776595747,37496,11.18017121826328,912
14,68119,1,1.1330141548709403,1,1,9288.5,1048.5,93,22,3,0,1,0.010752688172043012,10.0,0.10752688172043011,9,90,-0.5000000000000004,0.8660254037844384,1.234068590418931,8.858845970433952,0.9075782687573106,-0.41988294330620635,7526.729123578795,1.9720640361692792,7.025675823824093,21.5559787390063,11.824517642668813,1.9720640361692792,3.0164246787998383,14.053506557507884,8.871891404692253,7.851408435416812,7.932312576074353,870320,756399,9358.279569892473,8133.322580645161,12.179073515054782,106353.59494623658,37496,11.18017121826328,912
15,71843,0,-8.11923397169026,0,0,19502.4,1555.6,192,6,4,0,0,0.0,0.0,0.0,3,24,1.0,6.123233995736766e-17,1.47912445284283,12.53689894574441,-0.18249831213034637,-0.9832061666149041,13185.097415242519,3.12943202196479,8.597809410799115,18.699962174701422,3.12943202196479,7.488460457752375,6.570250900901316,13.776357229483631,14.200404950515043,11.11095434873573,11.636056168684712,53288,132660,277.5416666666667,690.9375,13.445390821301554,3503.985625,959,12.656934306569344,27
15,71843,1,-7.509075770191507,0,0,18036.8,1594.7,179,6,4,0,0,0.0,0.0,0.0,3,24,1.0,6.123233995736766e-17,1.367968656731251,11.310465918354549,-0.18249831213034637,-0.9832061666149041,13185.097415242519,3.12943202196479,8.597809410799115,18.699962174701422,3.12943202196479,7.488460457752375,6.570250900901316,13.776357229483631,14.200404950515043,11.11095434873573,11.636056168684712,24442,76905,136.54748603351956,429.6368715083799,13.701759394786064,1735.2732960893861,959,12.656934306569344,27
16,77352,0,-4.837010824313073,1,1,17623.5,1357.3,172,14,0,0,3,0.01744186046511628,5.666666666666667,0.09883720930232558,27,59,-0.4999999999999997,-0.8660254037844388,1.2024370643247415,12.984233404553157,0.6719271870629993,0.7406172123881575,14656.484337412632,1.7457066050558345,6.5025764260996235,19.961726338526503,9.846946456304527,1.9661940542449463,2.40794711604117,22.607523832047892,6.5025764260996235,14.533638557210866,13.482628375607128,774946,821984,4505.5,4778.976744186047,13.082351468012789,49543.02924418605,17053,10.746419984753416,80
16,77352,1,-1.0760199833472122,2,2,19999.1,1393.0,198,14,0,0,4,0.020202020202020204,6.625,0.13383838383838384,27,59,-0.4999999999999997,-0.8660254037844388,1.3645223192406126,14.356855707106963,0.6719271870629993,0.7406172123881575,14656.484337412632,1.7457066050558345,6.5025764260996235,19.961726338526503,9.846946456304527,1.9661940542449463,2.40794711604117,22.607523832047892,6.5025764260996235,14.533638557210866,13.482628375607128,778921,834300,3933.9444444444443,4213.636363636364,13.361570074260813,43270.35267676769,17053,10.746419984753416,80
17,78410,0,-12.439966694421317,0,0,29880.8,1902.4,283,11,6,1,0,0.0,0.0,0.0,12,47,0.258819045102521,-0.9659258262890682,1.4176530953075093,15.706896551724137,-0.771743793349552,0.6359335794141114,21077.65298781958,1.0770162221038142,0.7406702043395087,1.0770162221038142,16.364976497260947,20.817796461771,20.76367482765111,22.075066848293766,9.321217770919466,1.7694065476664622,0.7406702043395087,1237888,1117009,4374.1625441696115,3947.0282685512366,19.650780974908567,46671.62091872792,1654,21.28397823458283,46750
17,78410,1,-13.326186511240634,0,0,32009.5,2015.0,302,11,6,1,0,0.0,0.0,0.0,12,47,0.258819045102521,-0.9659258262890682,1.518646313159143,15.88560794044665,-0.771743793349552,0.6359335794141114,21077.65298781958,1.0770162221038142,0.7406702043395087,1.0770162221038142,16.364976497260947,20.817796461771,20.76367482765111,22.075066848293766,9.321217770919466,1.7694065476664622,0.7406702043395087,1361124,1186306,4507.0331125827815,3928.1655629139073,17.753216446808,53640.82927152318,1654,21.28397823458283,46750
18,90488,0,-1.5904662781015828,1,3,17031.3,1323.0,163,9,4,0,6,0.03680981595092025,8.166666666666666,0.3006134969325153,24,37,0.7071067811865476,-0.7071067811865475,1.4639200125641185,12.873242630385487,0.9703500172059342,0.24170404239160584,11634.037279242428,0.7518590049422159,1.0741354345288987,21.892412283639846,11.090564936149928,0.7518590049422159,1.823582652181696,16.092348767971984,1.0741354345288987,11.065894721398308,10.262121940049921,1391893,1238650,8539.220858895706,7599.079754601227,15.749153134025734,100558.53687116559,26363,10.378955354094755,7341
18,90488,1,9.70308076602831,3,5,15725.7,1443.1,155,9,4,0,12,0.07741935483870968,11.291666666666666,0.8741935483870967,24,37,0.7071067811865476,-0.7071067811865475,1.3516975769071982,10.897165823574252,0.9703500172059342,0.24170404239160584,11634.037279242428,0.7518590049422159,1.0741354345288987,21.892412283639846,11.090564936149928,0.7518590049422159,1.823582652181696,16.092348767971984,1.0741354345288987,11.065894721398308,10.262121940049921,2395503,2149219,15454.85806451613,13865.929032258064,13.685202048841859,173271.56606451608,26363,10.378955354094755,7341
19,93983,0,-2.4958368026644475,1,1,13801.5,1094.3,134,20,4,0,1,0.007462686567164179,6.5,0.048507462686567165,24,82,-0.8660254037844386,0.5000000000000001,1.1810139831612434,12.612172164854245,0.2741645057300074,0.9616828083093826,11686.144446027009,3.508855811900498,11.928408949155285,21.227813173204698,6.6725965249590695,4.6049905703572716,3.5481415417473143,28.89788601014375,11.928408949155285,15.795168545833283,14.758457612183337,437140,520516,3262.2388059701493,3884.4477611940297,13.214710015853246,36203.381194029855,30242,10.985391177832154,86
19,93983,1,-6.154371357202332,0,0,14782.8,1132.3,152,20,4,0,1,0.006578947368421052,6.0,0.039473684210526314,24,82,-0.8660254037844386,0.5000000000000001,1.2649852197424938,13.055550649121258,0.2741645057300074,0.9616828083093826,11686.144446027009,3.508855811900498,11.928408949155285,21.227813173204698,6.6725965249590695,4.6049905703572716,3.5481415417473143,28.89788601014375,11.928408949155285,15.795168545833283,14.758457612183337,718605,733147,4727.664473684211,4823.335526315789,12.284478715065116,51870.78190789474,30242,10.985391177832154,86
20,94252,0,0.9227726894254786,1,1,21203.0,1889.4,210,23,1,0,4,0.01904761904761905,9.25,0.1761904761904762,21,92,-0.25881904510252157,0.9659258262890681,1.2833803152191545,11.222081083941992,0.1274753911381999,-0.991841733672345,16521.213352395313,0.35353980100886084,12.538945805097441,21.44019463606492,9.498717522328631,1.0263880816544932,0.35353980100886084,15.644165888441488,20.07787231622022,16.122714656050253,16.837593793920732,1660924,1534463,7909.161904761905,7306.966666666666,12.721195187246565,89470.62585714282,38258,10.566014951121334,24
20,94252,1,-10.681931723563698,0,0,25658.0,2158.5,252,23,1,0,0,0.0,0.0,0.0,21,92,-0.25881904510252157,0.9659258262890681,1.5530336333487273,11.886958536020385,0.1274753911381999,-0.991841733672345,16521.213352395313,0.35353980100886084,12.538945805097441,21.44019463606492,9.498717522328631,1.0263880816544932,0.35353980100886084,15.644165888441488,20.07787231622022,16.122714656050253,16.837593793920732,1107575,1096392,4395.138888888889,4350.761904761905,14.75505976802566,46740.17007936506,38258,10.566014951121334,24
21,100968,0,-7.962239800166528,0,0,19125.3,1628.6,189,19,1,0,2,0.010582010582010581,6.25,0.06613756613756613,21,78,-0.9659258262890684,0.2588190451025203,1.4990110753763168,11.743399238609848,0.31034312600729785,-0.9506246073713948,12758.611536741795,0.3076385400133491,10.703453262418401,20.55341142649726,8.927132514914774,1.6159834985409565,1.2218682562500482,12.597188426203079,15.670840732525274,13.298913719441053,13.806956092598824,583704,617174,3088.3809523809523,3265.4708994708994,14.355850916357028,32919.11783068784,45219,11.050794135208651,12
21,100968,1,-6.357785179017487,1,1,22477.4,1810.3,212,19,1,0,3,0.014150943396226415,6.166666666666667,0.08726415094339622,21,78,-0.9659258262890684,0.2588190451025203,1.7617434260201736,12.416395072639896,0.31034312600729785,-0.9506246073713948,12758.611536741795,0.3076385400133491,10.703453262418401,20.55341142649726,8.927132514914774,1.6159834985409565,1.2218682562500482,12.597188426203079,15.670840732525274,13.298913719441053,13.806956092598824,839326,917645,3959.0849056603774,4328.514150943396,12.897199169648236,45448.15419811319,45219,11.050794135208651,12
22,108660,0,-12.952747710241468,0,0,31112.5,2005.9,296,19,3,0,4,0.013513513513513514,7.75,0.10472972972972973,16,79,-0.9659258262890684,0.2588190451025203,1.4002352351682068,15.510494042574404,-0.7220056405082942,0.6918871693232993,22219.480854774043,1.0618820192329421,2.6899663241181013,1.0618820192329421,16.395208478711538,20.84077305164843,20.78768708830451,23.15865935395029,9.007723895883284,3.6549884357017066,2.6899663241181013,1339094,1200941,4523.966216216216,4057.233108108108,19.183129826999444,47702.78581081082,1654,21.28397823458283,20464
22,108660,1,2.161032472939217,1,1,33241.2,2118.5,315,19,3,0,5,0.015873015873015872,12.6,0.2,16,79,-0.9659258262890684,0.2588190451025203,1.4960385536126442,15.690913382109983,-0.7220056405082942,0.6918871693232993,22219.480854774043,1.0618820192329421,2.6899663241181013,1.0618820192329421,16.395208478711538,20.84077305164843,20.78768708830451,23.15865935395029,9.007723895883284,3.6549884357017066,2.6899663241181013,1462330,1270238,4642.31746031746,4032.5015873015873,17.4104105278964,54322.178793650804,1654,21.28397823458283,20464
23,110028,0,-11.287760199833473,0,0,27113.2,1748.0,259,6,6,1,0,0.0,0.0,0.0,26,26,1.0,6.123233995736766e-17,1.376918237773219,15.510983981693364,0.719311192263583,-0.6946879937672328,19691.220042119592,2.6881522075412962,0.5267881897379811,20.204230156353916,6.6075816033841335,3.9902925265605895,3.0413488545006184,0.5267881897379811,16.658894829030345,21.319021540451025,21.249390302562865,547489,505290,2113.8571428571427,1950.9266409266409,19.670112778647137,23285.15104247105,28442,11.502795162084242,229
23,110028,1,-12.033014154870942,0,0,28903.3,1866.1,281,6,6,1,0,0.0,0.0,0.0,26,26,1.0,6.123233995736766e-17,1.467826774479983,15.488612614543701,0.719311192263583,-0.6946879937672328,19691.220042119592,2.6881522075412962,0.5267881897379811,20.204230156353916,6.6075816033841335,3.9902925265605895,3.0413488545006184,0.5267881897379811,16.658894829030345,21.319021540451025,21.249390302562865,667399,588407,2375.0854092526693,2093.9750889679717,18.0951985224777,31723.896903914596,28442,11.502795162084242,229
24,116750,0,-12.98134887593672,0,0,31181.2,2075.7,299,14,3,0,1,0.0033444816053511705,7.0,0.023411371237458192,16,57,-0.4999999999999997,-0.8660254037844388,1.3792894933391744,15.022016669075494,-0.7496863721656557,0.6617932784405549,22606.71175310141,0.841634279670331,2.015872468840784,0.841634279670331,16.7052263700128,21.137299524903074,21.089215347734196,23.259899526112513,9.712871118090089,2.845337072493668,2.015872468840784,1266016,1135430,4234.167224080267,3797.42474916388,19.269391445181252,45082.10351170569,920,20.181521739130435,8005
24,116750,1,0.13243130724396046,1,1,33309.9,2188.3,318,14,3,0,2,0.006289308176100629,17.5,0.11006289308176101,16,57,-0.4999999999999997,-0.8660254037844388,1.4734517944844512,15.221816021569254,-0.7496863721656557,0.6617932784405549,22606.71175310141,0.841634279670331,2.015872468840784,0.841634279670331,16.7052263700128,21.137299524903074,21.089215347734196,23.259899526112513,9.712871118090089,2.845337072493668,2.015872468840784,1389252,1204727,4368.7169811320755,3788.449685534591,17.508758373277185,51795.631037735846,920,20.181521739130435,8005
